committee_id,no_of_members,no_of_posts,no_of_events,followers,tags
1783,10,27,7,20,science
1784,13,13,8,14,"sports, science, literature"
1785,11,30,20,39,"sports, literature"
1786,13,25,12,32,science
1787,15,30,6,16,science
1788,13,16,10,40,literature
1789,13,16,16,23,literature
1790,11,25,11,35,"sports, literature"
1791,11,23,17,44,science
1792,15,15,9,31,"sports, science, literature"
1793,14,24,9,21,literature
1794,14,24,7,21,"sports, science"
1795,14,19,9,37,"sports, science, literature"
1796,12,16,14,49,"sports, science"
1797,12,13,14,32,"sports, literature"
1798,14,26,12,45,sports
1799,13,30,13,18,"sports, science, literature"
1800,13,19,19,34,sports
1801,10,23,12,13,"sports, science"
1802,14,15,15,17,"science, literature"
1803,15,25,10,28,"science, literature"
1804,13,23,20,45,"sports, science, literature"
1805,15,27,13,10,science
1806,12,11,8,34,"sports, literature"
1807,12,30,18,41,"science, literature"
1808,13,18,12,17,"sports, science, literature"
1809,13,19,12,12,"science, literature"
1810,10,26,13,30,"sports, science, literature"
1811,11,25,19,36,science
1812,14,12,6,25,"sports, science, literature"
1813,13,28,15,37,"sports, literature"
1814,11,11,17,40,literature
1815,13,29,19,33,science
1816,13,14,9,37,"sports, science"
1817,15,20,11,30,science
1818,14,30,9,42,"science, literature"
1819,15,23,13,26,science
1820,10,29,5,17,"sports, literature"
1821,12,26,15,26,"sports, literature"
1822,13,13,9,13,"sports, science, literature"
1823,10,15,13,23,"science, literature"
1824,12,30,11,37,"sports, science"
1825,13,26,19,28,"sports, science, literature"
1826,11,16,6,49,sports
1827,15,25,18,44,"sports, science, literature"
1828,11,17,5,11,literature
1829,12,17,10,26,"sports, science"
1830,13,26,14,39,literature
1831,12,25,9,49,science
1832,15,10,19,34,"sports, science"
1833,13,24,10,40,sports
1834,14,10,19,13,science
1835,15,30,20,43,"science, literature"
1836,14,21,16,39,science
1837,11,19,8,29,literature
1838,14,12,9,22,literature
1839,13,25,7,13,"sports, science"
1840,10,11,12,12,"science, literature"
1841,14,25,9,10,"sports, literature"
1842,10,28,6,19,science
1843,14,22,9,13,science
1844,12,15,7,47,"sports, science, literature"
1845,14,11,16,11,"science, literature"
1846,14,26,12,10,"science, literature"
1847,15,21,8,47,sports
1848,14,25,7,26,science
1849,10,24,20,11,"science, literature"
1850,13,26,16,11,"sports, science"
1851,13,23,9,32,science
1852,15,10,5,11,science
1853,15,22,12,12,"sports, science, literature"
1854,14,17,7,14,"sports, science, literature"
1855,13,29,13,49,science
1856,13,17,15,49,sports
1857,10,21,18,22,science
1858,12,30,13,28,"sports, science"
1859,10,13,9,46,sports
1860,14,26,8,22,science
1861,10,24,19,20,"science, literature"
1862,15,16,12,14,science
1863,11,26,9,27,literature
1864,13,20,13,20,science
1865,11,22,18,41,sports
1866,10,15,18,15,"sports, science"
1867,12,19,9,40,sports
1868,11,16,17,48,literature
1869,13,28,11,19,science
1870,15,12,14,38,"science, literature"
1871,14,23,10,39,literature
1872,10,29,5,10,"sports, science"
1873,15,15,14,14,science
1874,13,26,7,30,"sports, literature"
1875,13,24,5,47,"science, literature"
1876,15,24,18,32,science
1877,11,24,12,30,"sports, science, literature"
1878,11,22,7,33,science
1879,13,29,10,11,"sports, literature"
1880,15,16,8,18,"sports, science, literature"
1881,10,21,17,49,literature
1882,11,26,6,18,literature
1883,13,28,5,49,"sports, literature"
1884,12,28,10,30,science
1885,12,21,10,24,"sports, literature"
1886,13,14,10,23,sports
1887,14,22,12,45,sports
1888,12,30,12,38,"sports, science, literature"
1889,11,17,19,10,"sports, science"
1890,12,28,11,30,science
1891,13,23,13,27,"sports, literature"
1892,11,14,14,10,sports
1893,12,11,18,23,literature
1894,11,26,20,42,sports
1895,15,17,7,27,"science, literature"
1896,14,17,17,14,literature
1897,15,11,7,37,literature
1898,15,25,11,50,"sports, science, literature"
1899,14,21,7,44,"sports, science"
1900,15,12,9,45,literature
1901,14,22,16,25,"science, literature"
1902,13,11,12,36,"sports, science"
1903,11,26,17,45,science
1904,10,24,13,47,sports
1905,13,30,17,11,"sports, literature"
1906,14,23,9,39,literature
1907,10,11,5,33,sports
1908,12,14,20,10,science
1909,11,17,17,21,"sports, science, literature"
1910,12,13,13,47,"science, literature"
1911,14,11,10,32,"sports, science"
1912,13,26,9,18,science
1913,13,14,8,21,sports
1914,10,29,15,21,"sports, science"
1915,15,11,18,31,literature
1916,11,15,19,11,"science, literature"
1917,11,11,9,45,literature
1918,11,25,5,44,sports
1919,11,20,17,39,"science, literature"
1920,10,21,5,17,science
1921,12,27,19,27,science
1922,10,18,11,42,"sports, science"
1923,14,28,10,42,science
1924,14,13,5,29,"sports, literature"
1925,12,13,10,42,science
1926,12,11,19,30,"sports, science"
1927,11,16,6,27,"science, literature"
1928,13,26,10,38,science
1929,15,14,16,31,"sports, science"
1930,12,17,8,37,sports
1931,14,21,16,34,literature
1932,11,25,5,35,literature
1933,12,11,18,24,science
1934,12,12,12,34,science
1935,11,10,5,33,"science, literature"
1936,14,14,19,16,"sports, science"
1937,15,14,17,26,"science, literature"
1938,12,19,20,34,"sports, literature"
1939,14,27,13,47,"sports, science"
1940,15,20,14,15,"sports, science"
1941,15,24,16,26,"sports, literature"
1942,13,25,12,38,"science, literature"
1943,14,16,6,22,sports
1944,12,19,9,43,science
1945,13,13,19,34,literature
1946,10,29,6,16,science
1947,12,21,17,49,science
1948,14,20,13,33,science
1949,11,26,13,20,science
1950,14,18,8,41,"science, literature"
1951,10,29,8,13,literature
1952,12,11,19,13,"science, literature"
1953,10,28,16,21,"sports, science, literature"
1954,15,27,11,14,"sports, literature"
1955,13,25,10,22,"sports, science, literature"
1956,13,25,5,34,"science, literature"
1957,12,20,13,19,literature
1958,12,10,13,42,science
1959,12,23,9,33,sports
1960,13,18,8,21,"sports, science, literature"
1961,13,13,16,46,"sports, science, literature"
1962,11,11,15,11,science
1963,14,27,14,15,literature
1964,15,29,16,41,"sports, science, literature"
1965,13,10,19,21,"science, literature"
1966,10,20,19,42,science
1967,15,14,7,34,science
1968,11,23,11,30,science
1969,10,13,9,26,sports
1970,10,23,6,12,science
1971,13,21,6,10,"sports, science"
1972,14,25,19,50,"sports, science, literature"
1973,11,13,20,39,"sports, science"
1974,10,13,17,25,"sports, science"
1975,11,26,14,12,"science, literature"
1976,14,15,17,47,literature
1977,10,21,11,41,"sports, science"
1978,15,18,15,44,"sports, science, literature"
1979,11,16,13,27,"sports, science, literature"
1980,11,12,11,41,sports
1981,10,16,12,19,"sports, literature"
1982,14,26,16,10,science
1983,14,10,7,49,"sports, science"
1984,14,30,9,45,"sports, science"
1985,14,27,12,29,sports
1986,11,24,10,41,science
1987,15,18,15,36,"sports, science"
1988,12,17,17,26,"sports, science, literature"
1989,15,17,8,26,literature
1990,13,16,19,17,science
1991,15,18,18,11,"sports, science"
1992,14,17,8,39,"sports, science"
1993,12,17,11,11,science
1994,15,21,11,32,"sports, science"
1995,10,27,5,35,sports
1996,14,16,15,20,science
1997,14,28,14,29,sports
1998,11,26,8,35,"sports, science, literature"
1999,10,29,14,31,"sports, science, literature"
2000,11,20,14,22,"sports, literature"
2001,15,10,20,41,"sports, science"
2002,14,30,5,23,science
2003,13,19,18,23,"sports, science, literature"
2004,13,26,14,12,"science, literature"
2005,14,22,12,23,"sports, literature"
2006,12,27,20,49,science
2007,13,25,11,33,science
2008,14,26,8,20,"science, literature"
2009,14,11,10,30,literature
2010,10,26,5,43,"sports, science"
2011,10,17,10,28,science
2012,11,25,9,38,science
2013,15,22,16,39,"sports, science, literature"
2014,13,14,14,26,"science, literature"
2015,13,14,17,27,"science, literature"
2016,14,28,17,31,science
2017,12,13,16,36,literature
2018,14,11,7,26,"science, literature"
2019,11,17,13,30,"sports, science"
2020,11,14,13,11,science
2021,14,23,11,18,literature
2022,14,23,6,32,"sports, literature"
2023,15,23,5,34,"sports, science"
2024,11,21,13,23,sports
2025,11,26,17,16,science
2026,12,27,11,26,science
2027,13,25,15,36,science
2028,12,30,6,39,sports
2029,12,23,7,24,"science, literature"
2030,11,11,8,25,"sports, science"
2031,12,17,6,18,"sports, science"
2032,11,24,20,41,"sports, science"
2033,11,30,6,10,science
2034,13,16,8,18,"sports, literature"
2035,11,22,14,41,science
2036,13,16,10,47,science
2037,10,21,12,19,literature
2038,13,26,15,45,science
2039,15,10,14,32,science
2040,12,29,13,15,"sports, science, literature"
2041,10,10,17,29,"sports, literature"
2042,13,25,18,39,"sports, literature"
2043,13,13,10,45,"sports, literature"
2044,15,13,20,37,"sports, science, literature"
2045,13,14,8,22,literature
2046,12,28,12,49,"science, literature"
2047,11,22,5,39,literature
2048,13,24,13,39,"sports, literature"
2049,11,14,14,12,"science, literature"
2050,11,17,13,49,science
2051,10,26,14,31,science
2052,13,16,7,48,science
2053,14,13,18,46,sports
2054,14,30,13,42,"sports, science"
2055,14,24,17,27,sports
2056,14,13,12,28,"sports, literature"
2057,13,24,5,19,science
2058,14,20,12,37,"sports, literature"
2059,14,28,8,50,science
2060,12,14,11,48,"sports, science, literature"
2061,12,28,20,23,"sports, science, literature"
2062,13,29,8,17,"sports, literature"
2063,13,13,5,24,"sports, literature"
2064,13,10,11,40,science
2065,11,26,8,46,literature
2066,14,15,5,40,"sports, literature"
2067,14,21,15,29,"sports, science, literature"
2068,12,20,16,50,"sports, literature"
2069,13,17,20,15,"sports, literature"
2070,11,13,19,22,science
2071,12,17,17,24,literature
2072,10,12,9,30,sports
2073,11,15,5,33,"sports, literature"
2074,10,29,12,21,sports
2075,14,25,20,24,"sports, science, literature"
2076,15,22,18,24,literature
2077,14,30,19,45,sports
2078,13,10,12,27,"sports, science"
2079,15,24,5,30,literature
2080,11,18,11,48,"sports, science, literature"
2081,10,15,7,34,"sports, science, literature"
2082,13,16,8,41,science
2083,10,14,20,27,sports
2084,13,17,10,19,"science, literature"
2085,15,30,5,36,science
2086,14,11,18,31,"sports, science"
2087,13,24,7,14,"sports, science, literature"
2088,15,20,13,44,"sports, literature"
2089,14,16,6,38,"sports, literature"
2090,15,22,20,48,science
2091,14,12,15,32,literature
2092,11,15,9,30,"sports, science"
2093,12,28,20,20,"sports, science, literature"
2094,11,10,7,16,science
2095,12,11,16,27,sports
2096,15,19,5,29,science
2097,13,15,12,12,literature
2098,12,23,19,10,"sports, science, literature"
2099,15,24,18,26,science
2100,11,18,18,32,"sports, science, literature"
2101,13,11,15,34,"sports, literature"
2102,13,14,7,40,"science, literature"
2103,11,12,9,30,"science, literature"
2104,15,28,16,48,science
2105,12,30,7,29,sports
2106,12,22,14,24,sports
2107,11,19,13,46,"sports, science, literature"
2108,10,14,13,12,science
2109,12,29,14,35,"sports, science, literature"
2110,10,22,8,17,"sports, science, literature"
2111,12,16,14,23,"sports, science, literature"
2112,13,22,11,50,"sports, literature"
2113,11,26,11,18,"sports, science"
2114,11,27,17,16,"sports, science, literature"
2115,11,19,15,27,science
2116,12,20,12,26,science
2117,15,15,19,20,science
2118,14,19,6,28,science
2119,10,20,11,13,science
2120,11,12,18,35,literature
2121,14,13,19,44,"sports, literature"
2122,11,19,7,11,science
2123,15,18,13,34,"science, literature"
2124,13,26,9,48,"sports, science"
2125,14,19,19,48,"sports, literature"
2126,14,18,16,45,literature
2127,15,19,11,40,science
2128,13,19,11,45,"sports, science"
2129,11,20,16,13,science
2130,11,11,14,18,"sports, literature"
2131,13,30,10,29,science
2132,12,23,8,49,"sports, science"
2133,10,30,9,24,"sports, science, literature"
2134,14,25,20,34,literature
2135,11,30,19,38,"sports, science"
2136,14,14,8,22,science
2137,13,17,13,21,"sports, science"
2138,15,10,14,30,"sports, science, literature"
2139,15,19,10,36,sports
2140,11,12,9,30,sports
2141,10,18,16,13,literature
2142,13,30,9,14,"sports, science"
2143,11,29,8,24,"sports, science"
2144,11,21,12,44,literature
2145,14,12,18,24,literature
2146,11,30,11,14,"sports, literature"
2147,10,21,16,49,"sports, science, literature"
2148,13,20,6,19,science
2149,13,12,17,14,science
2150,15,20,17,32,science
2151,13,20,9,15,"sports, science"
2152,12,29,12,20,"sports, science, literature"
2153,13,17,13,48,science
2154,11,17,17,13,"science, literature"
2155,15,29,11,20,"sports, science"
2156,12,11,9,41,science
2157,10,16,8,44,science
2158,12,30,17,50,sports
2159,10,29,5,45,science
2160,11,22,19,38,science
2161,11,25,7,33,science
2162,15,18,16,13,science
2163,15,15,9,42,"sports, science, literature"
2164,15,25,16,27,"sports, science, literature"
2165,14,27,18,50,"sports, science, literature"
2166,13,30,13,23,science
2167,14,19,13,49,"science, literature"
2168,15,28,20,24,sports
2169,10,20,19,39,"sports, science, literature"
2170,14,23,16,29,"sports, literature"
2171,13,12,18,14,science
2172,14,17,5,29,"sports, literature"
2173,11,19,20,41,"sports, science, literature"
2174,14,27,10,15,science
2175,11,10,6,29,sports
2176,13,16,14,37,science
2177,14,12,16,48,science
2178,12,11,9,17,literature
2179,13,16,19,30,"science, literature"
2180,12,15,15,45,"sports, science, literature"
2181,15,30,10,26,science
2182,14,23,8,39,"sports, science"
2183,11,12,6,17,"science, literature"
2184,10,27,12,50,science
2185,10,10,14,15,science
2186,11,16,11,40,science
2187,14,13,19,18,sports
2188,10,30,17,15,sports
2189,10,19,13,21,sports
2190,11,30,5,18,literature
2191,11,26,13,21,"sports, science"
2192,11,18,10,28,science
2193,15,30,7,41,sports
2194,12,24,15,25,science
2195,14,25,11,19,sports
2196,14,24,16,33,sports
2197,15,12,18,41,science
2198,11,16,19,32,"sports, science, literature"
2199,12,30,9,16,"sports, science"
2200,14,14,20,35,science
2201,11,24,8,19,"sports, literature"
2202,15,26,6,18,science
2203,11,13,6,26,science
2204,11,12,8,14,science
2205,13,19,11,34,"sports, literature"
2206,12,26,12,35,"sports, science, literature"
2207,14,29,15,28,sports
2208,11,17,18,47,"science, literature"
2209,12,15,16,27,"science, literature"
2210,13,11,19,43,sports
2211,13,10,6,40,"science, literature"
2212,13,12,10,28,"sports, literature"
2213,11,24,6,39,"science, literature"
2214,12,12,7,41,"science, literature"
2215,11,14,17,27,science
2216,10,23,16,21,sports
2217,10,19,10,15,"sports, science, literature"
2218,13,23,12,41,sports
2219,11,18,17,36,sports
2220,11,21,17,28,literature
2221,10,15,9,36,"sports, science, literature"
2222,11,11,5,32,"sports, literature"
2223,12,13,11,18,science
2224,14,19,17,14,"sports, science"
2225,10,21,10,15,science
2226,11,29,15,42,"science, literature"
2227,15,27,19,19,sports
2228,11,24,20,33,"sports, science"
2229,12,27,15,39,"science, literature"
2230,12,24,17,38,"sports, literature"
2231,14,27,16,36,literature
2232,14,28,6,40,science
2233,11,29,11,36,"science, literature"
2234,12,20,6,50,"sports, science"
2235,11,18,13,46,science
2236,14,22,11,13,"sports, science, literature"
2237,14,13,17,11,science
2238,14,20,16,20,science
2239,10,25,19,31,literature
2240,12,15,20,13,science
2241,11,12,13,11,"science, literature"
2242,12,21,18,41,sports
2243,13,11,17,14,science
2244,13,14,7,34,literature
2245,15,24,17,38,sports
2246,14,25,16,24,"sports, science"
2247,14,29,15,34,"science, literature"
2248,13,28,14,40,"sports, science, literature"
2249,13,12,6,31,"sports, science, literature"
2250,10,15,17,41,science
2251,10,17,5,34,literature
2252,14,21,13,27,science
2253,15,29,18,49,literature
2254,15,16,5,35,"sports, science"
2255,15,23,11,41,"sports, science, literature"
2256,10,24,15,19,"sports, science, literature"
2257,15,14,17,23,"sports, science, literature"
2258,10,29,20,11,"sports, science"
2259,12,10,13,41,literature
2260,15,10,5,29,"sports, science, literature"
2261,15,27,7,13,"sports, science"
2262,10,11,14,36,"sports, science, literature"
2263,15,25,15,17,science
2264,14,14,15,43,literature
2265,12,22,13,44,"sports, science"
2266,12,26,5,41,"sports, science"
2267,12,14,15,12,science
2268,10,20,15,27,"science, literature"
2269,14,21,6,15,"sports, science"
2270,13,26,18,12,"science, literature"
2271,12,19,13,11,"science, literature"
2272,15,21,10,19,"sports, literature"
2273,15,20,14,28,literature
2274,11,13,15,40,science
2275,15,15,18,19,science
2276,14,12,13,24,science
2277,15,22,12,11,literature
2278,15,29,5,33,sports
2279,11,24,13,32,sports
2280,14,15,5,18,sports
2281,15,27,7,10,"sports, science"
2282,10,18,13,21,sports
2283,11,13,15,19,"sports, science, literature"
2284,13,27,7,19,sports
2285,14,20,8,38,"sports, science, literature"
2286,12,23,20,28,science
2287,12,11,12,24,"sports, science"
2288,10,14,8,29,"sports, science, literature"
2289,12,11,17,29,"sports, literature"
2290,11,13,17,16,literature
2291,12,15,5,38,"sports, literature"
2292,10,25,12,37,literature
2293,15,23,6,45,literature
2294,10,30,16,39,sports
2295,11,19,14,17,sports
2296,15,17,5,18,sports
2297,11,21,5,44,"sports, science"
2298,12,25,5,48,"sports, literature"
2299,15,10,16,31,"sports, science, literature"
2300,15,15,14,15,"science, literature"
2301,11,20,6,11,"science, literature"
2302,13,20,12,40,"science, literature"
2303,12,23,18,33,science
2304,15,14,12,19,"sports, literature"
2305,15,26,15,34,"science, literature"
2306,13,18,9,30,literature
2307,15,12,14,12,sports
2308,14,24,18,28,science
2309,15,23,11,40,"sports, science, literature"
2310,13,14,13,24,"science, literature"
2311,14,21,7,13,science
2312,13,13,17,48,"sports, literature"
2313,10,24,18,19,literature
2314,11,27,18,49,"sports, literature"
2315,10,22,13,41,sports
2316,13,28,12,13,sports
2317,11,23,6,43,"sports, science"
2318,15,23,12,24,science
2319,13,26,6,20,"sports, literature"
2320,12,28,7,16,science
2321,11,15,13,34,sports
2322,15,14,12,14,"sports, literature"
2323,15,18,17,22,science
2324,14,18,6,41,literature
2325,15,11,16,38,science
2326,13,25,17,50,"sports, science, literature"
2327,14,23,6,13,literature
2328,15,17,15,24,"sports, science"
2329,10,15,17,11,sports
2330,10,18,20,14,"sports, science, literature"
2331,12,14,16,30,"sports, science, literature"
2332,12,20,7,30,sports
2333,12,18,19,36,science
2334,15,26,5,20,"science, literature"
2335,10,30,10,15,"sports, science"
2336,12,28,17,41,science
2337,13,19,19,39,"science, literature"
2338,13,16,6,49,science
2339,15,22,5,46,"sports, literature"
2340,15,16,8,35,"sports, science"
2341,12,10,15,35,science
2342,13,23,11,31,"sports, literature"
2343,13,24,6,10,"science, literature"
2344,10,19,7,26,"sports, literature"
2345,11,25,12,30,science
2346,15,28,14,17,"sports, science"
2347,14,17,10,22,literature
2348,12,27,11,45,literature
2349,11,30,17,13,"sports, science"
2350,13,14,10,12,science
2351,14,29,16,32,literature
2352,12,22,11,14,science
2353,10,19,7,21,sports
2354,10,16,10,37,"sports, science, literature"
2355,11,29,18,50,"sports, science, literature"
2356,12,27,14,34,science
2357,12,17,18,48,"sports, literature"
2358,13,18,16,41,"sports, science, literature"
2359,15,12,17,16,"sports, literature"
2360,15,23,20,11,science
2361,13,17,10,40,"science, literature"
2362,14,21,11,24,"science, literature"
2363,13,13,10,22,"sports, science, literature"
2364,12,17,10,23,"sports, science"
2365,15,27,13,28,science
2366,10,25,19,33,sports
2367,11,18,5,35,science
2368,13,25,18,16,science
2369,11,27,17,40,"sports, science"
2370,13,29,20,40,science
2371,10,29,10,41,"sports, literature"
2372,10,12,18,23,sports
2373,13,22,11,50,science
2374,14,24,14,41,"sports, science, literature"
2375,10,12,11,30,sports
2376,15,18,13,46,science
2377,15,11,6,10,science
2378,15,30,12,45,"sports, science"
2379,15,11,5,12,literature
2380,13,27,12,18,science
2381,11,25,20,35,"sports, science"
2382,14,30,9,23,"sports, science"
2383,15,29,12,19,science
2384,12,21,7,45,science
2385,11,26,7,36,literature
2386,12,12,12,28,"sports, literature"
2387,11,30,18,27,"science, literature"
2388,14,13,6,30,science
2389,14,19,6,14,"sports, science"
2390,11,19,10,22,sports
2391,10,15,7,22,"sports, science, literature"
2392,14,22,8,46,"sports, science, literature"
2393,14,17,16,46,science
2394,10,26,13,35,science
2395,11,22,19,21,"science, literature"
2396,14,18,11,33,literature
2397,13,10,7,45,literature
2398,14,30,15,41,sports
2399,10,11,14,39,literature
2400,12,19,5,42,science
2401,12,17,20,44,"science, literature"
2402,10,24,5,43,literature
2403,14,24,16,21,"sports, literature"
2404,11,27,12,36,sports
2405,12,29,5,37,"sports, science"
2406,11,19,17,17,"sports, science, literature"
2407,11,28,20,31,sports
2408,12,15,16,40,science
2409,10,17,10,20,literature
2410,11,18,20,22,sports
2411,11,29,10,50,"science, literature"
2412,10,17,7,35,"sports, science"
2413,12,16,19,38,"sports, science"
2414,15,19,18,25,"science, literature"
2415,15,18,6,34,literature
2416,12,30,15,13,"sports, science"
2417,14,15,19,35,"science, literature"
2418,10,29,13,21,literature
2419,10,25,10,41,sports
2420,15,29,10,43,science
2421,12,27,9,29,"sports, science, literature"
2422,11,16,19,44,"science, literature"
2423,14,21,10,25,"sports, literature"
2424,12,20,18,11,"science, literature"
2425,15,22,8,17,"sports, science, literature"
2426,11,29,13,20,"science, literature"
2427,14,30,13,42,"sports, science, literature"
2428,12,27,7,18,"sports, literature"
2429,15,28,11,32,"sports, science, literature"
2430,11,28,13,23,science
2431,13,12,11,40,"science, literature"
2432,12,18,16,26,literature
2433,11,18,12,21,sports
2434,13,28,6,30,sports
2435,14,13,10,23,"sports, literature"
2436,13,18,16,30,science
2437,11,17,20,22,sports
2438,13,27,18,38,"science, literature"
2439,10,14,17,45,"science, literature"
2440,14,20,7,33,science
2441,13,16,5,36,"science, literature"
2442,15,20,10,38,science
2443,12,30,14,23,"sports, science"
2444,15,25,10,13,"sports, literature"
2445,15,21,16,40,science
2446,13,28,11,13,science
2447,13,18,11,43,science
2448,13,27,9,14,"sports, science"
2449,11,26,13,24,"sports, science"
2450,13,23,12,43,"science, literature"
2451,11,22,20,19,science
2452,13,27,20,44,"sports, science, literature"
2453,12,29,7,45,sports
2454,13,21,13,41,literature
2455,12,22,5,31,"sports, science"
2456,13,26,14,10,"science, literature"
2457,15,23,12,19,science
2458,10,23,14,12,science
2459,15,21,14,39,"sports, science"
2460,10,23,11,25,science
2461,15,30,14,12,"sports, science"
2462,15,24,7,38,"science, literature"
2463,14,15,16,50,science
2464,14,15,13,18,"sports, literature"
2465,15,21,8,29,science
2466,11,28,14,39,literature
2467,15,13,14,24,science
2468,13,20,10,10,"sports, literature"
2469,11,24,10,40,"sports, literature"
2470,10,14,13,13,sports
2471,14,12,16,11,"science, literature"
2472,10,26,11,46,sports
2473,12,21,19,27,"sports, science, literature"
2474,13,21,19,30,science
2475,10,22,19,35,sports
2476,14,21,9,38,"sports, literature"
2477,11,23,11,40,"science, literature"
2478,15,30,17,49,science
2479,10,20,14,48,"science, literature"
2480,11,10,18,45,"sports, science, literature"
2481,11,14,17,45,"science, literature"
2482,13,26,15,21,"sports, science"
2483,12,18,15,44,literature
2484,15,14,20,39,"sports, science"
2485,13,23,14,44,"sports, science"
2486,14,28,16,21,"sports, science"
2487,13,15,17,49,"sports, science, literature"
2488,11,17,14,10,science
2489,10,20,20,16,sports
2490,14,17,9,26,"science, literature"
2491,15,16,12,47,science
2492,12,16,7,35,"science, literature"
2493,11,17,19,48,science
2494,10,16,18,15,science
2495,11,25,13,19,science
2496,10,21,14,28,"sports, science, literature"
2497,14,23,13,23,literature
2498,11,12,6,25,"science, literature"
2499,12,24,17,40,"science, literature"
2500,11,19,5,15,science
2501,13,23,11,43,"sports, science"
2502,14,15,20,13,"sports, science, literature"
2503,14,13,14,35,science
2504,10,29,6,49,science
2505,12,26,17,42,"sports, science, literature"
2506,10,21,12,21,science
2507,15,14,11,10,"sports, science"
2508,15,16,20,37,science
2509,10,11,8,39,"sports, literature"
2510,15,16,16,38,"science, literature"
2511,14,23,20,45,sports
2512,14,24,10,13,"science, literature"
2513,11,11,14,13,"sports, science, literature"
2514,11,27,8,40,science
2515,14,28,10,30,"sports, science, literature"
2516,15,18,13,41,sports
2517,15,18,10,11,"sports, science, literature"
2518,13,24,15,49,"science, literature"
2519,13,11,16,44,"science, literature"
2520,10,16,18,24,sports
2521,12,23,15,24,"sports, science"
2522,10,15,5,31,"sports, literature"
2523,14,16,11,14,"science, literature"
2524,10,20,8,36,science
2525,13,19,9,36,literature
2526,11,23,17,37,literature
2527,13,20,10,26,"sports, science"
2528,12,23,13,13,"science, literature"
2529,14,17,9,46,"sports, literature"
2530,12,22,9,16,"sports, science"
2531,13,13,14,30,literature
2532,11,16,7,39,"science, literature"
2533,10,28,10,24,"sports, literature"
2534,11,11,10,36,science
2535,14,21,5,47,"sports, literature"
2536,15,16,16,44,"sports, science, literature"
2537,10,14,12,21,"sports, science, literature"
2538,13,26,6,37,sports
2539,10,14,17,37,literature
2540,12,18,6,35,literature
2541,11,11,13,33,"sports, science"
2542,11,17,6,44,sports
2543,13,26,5,47,literature
2544,14,29,16,33,science
2545,10,26,14,12,"sports, science, literature"
2546,13,26,15,19,science
2547,12,20,19,21,sports
2548,13,22,6,13,science
2549,11,25,6,40,"sports, science, literature"
2550,13,27,7,44,literature
2551,13,28,9,30,sports
2552,15,28,19,14,"sports, literature"
2553,11,27,17,28,science
2554,11,27,11,24,science
2555,10,15,19,12,science
2556,12,14,5,13,"sports, science, literature"
2557,13,26,13,19,literature
2558,10,11,10,33,"sports, science, literature"
2559,12,29,7,39,"sports, science"
2560,14,14,10,50,science
2561,13,15,19,11,"sports, science, literature"
2562,10,22,7,26,science
2563,10,28,11,13,science
2564,13,18,9,32,"sports, literature"
2565,12,19,11,26,sports
2566,14,20,13,39,literature
2567,14,15,7,36,"science, literature"
2568,15,14,10,35,"sports, literature"
2569,15,29,16,30,sports
2570,15,10,9,42,"sports, science"
2571,14,10,11,29,science
2572,13,17,18,48,"sports, literature"
2573,12,26,10,13,"sports, science, literature"
2574,15,22,16,37,science
2575,10,14,17,18,science
2576,14,19,7,48,"sports, literature"
2577,10,13,17,25,"sports, science"
2578,10,29,10,30,"sports, literature"
2579,12,19,7,45,"sports, literature"
2580,15,27,13,20,"sports, literature"
2581,15,16,16,44,science
2582,10,20,10,38,"sports, literature"
2583,11,26,6,46,"sports, science, literature"
2584,11,18,17,16,"sports, science, literature"
2585,14,18,17,36,sports
2586,13,16,17,20,literature
2587,15,15,5,43,"sports, literature"
2588,12,13,20,32,"sports, science"
2589,15,20,5,43,sports
2590,15,19,8,40,"sports, literature"
2591,15,13,8,45,"sports, science, literature"
2592,13,19,18,49,literature
2593,14,21,7,38,sports
2594,13,22,13,29,"science, literature"
2595,11,19,11,37,sports
2596,11,25,5,43,science
2597,14,27,11,37,literature
2598,11,23,13,10,sports
2599,10,26,7,17,science
2600,11,27,17,18,literature
2601,14,11,12,45,science
2602,10,21,20,36,literature
2603,15,25,20,11,literature
2604,12,12,7,35,"sports, science, literature"
2605,13,21,19,19,"science, literature"
2606,13,29,6,28,sports
2607,14,23,18,42,"science, literature"
2608,15,28,9,27,"science, literature"
2609,11,30,16,45,"sports, science, literature"
2610,15,27,9,42,literature
2611,11,27,14,31,"science, literature"
2612,13,13,16,30,literature
2613,11,27,11,47,literature
2614,10,20,9,29,"science, literature"
2615,11,17,15,19,science
2616,14,13,7,20,"sports, science"
2617,10,25,10,19,science
2618,14,25,7,21,science
2619,10,11,5,25,"science, literature"
2620,14,15,6,16,"sports, science"
2621,13,13,15,37,science
2622,14,25,10,34,"sports, science"
2623,13,19,20,29,"sports, literature"
2624,15,30,16,29,"sports, science, literature"
2625,12,21,8,14,literature
2626,10,17,13,11,"sports, science, literature"
2627,12,27,9,32,"sports, science, literature"
2628,12,12,8,40,science
2629,13,10,7,25,science
2630,14,27,12,15,science
2631,14,25,8,35,"sports, science"
2632,11,15,15,47,"science, literature"
2633,15,26,12,48,"sports, literature"
2634,12,26,10,47,sports
2635,14,24,6,49,"sports, science, literature"
2636,10,10,8,20,sports
2637,13,14,17,43,"sports, literature"
2638,14,16,17,43,"science, literature"
2639,14,30,16,37,science
2640,13,11,18,13,science
2641,12,28,17,33,science
