,committee_id,no_of_members,no_of_posts,no_of_events,followers,tags,weekly_post_rate,weekly_event_rate,predicted_score
2387,2388.0,14,13,6,30,science,3.25,1.5,18.763405325244314
2388,2389.0,14,19,6,14,"sports, science",4.75,1.5,14.973312521603809
2389,2390.0,11,19,10,22,sports,4.75,2.5,17.77471223584741
2390,2391.0,10,15,7,22,"sports, science, literature",3.75,1.75,16.56624115261628
2391,2392.0,14,22,8,46,"sports, science, literature",5.5,2.0,27.08526469100156
2392,2393.0,14,17,16,46,science,4.25,4.0,25.574675836962644
2393,2394.0,10,26,13,35,science,6.5,3.25,24.44181116714774
2394,2395.0,11,22,19,21,"science, literature",5.5,4.75,18.33089058399031
2395,2396.0,14,18,11,33,literature,4.5,2.75,21.324519072124577
2396,2397.0,13,10,7,45,literature,2.5,1.75,23.10967647702772
2397,2398.0,14,30,15,41,sports,7.5,3.75,27.751332036061573
2398,2399.0,10,11,14,39,literature,2.75,3.5,21.3107444621528
2399,2400.0,12,19,5,42,science,4.75,1.25,24.778211521456413
2400,2401.0,12,17,20,44,"science, literature",4.25,5.0,24.874325908401747
2401,2402.0,10,24,5,43,literature,6.0,1.25,26.638975339775776
2402,2403.0,14,24,16,21,"sports, literature",6.0,4.0,18.935126125605876
2403,2404.0,11,27,12,36,sports,6.75,3.0,25.094103902235975
2404,2405.0,12,29,5,37,"sports, science",7.25,1.25,26.04851440813199
2405,2406.0,11,19,17,17,"sports, science, literature",4.75,4.25,16.02383741444516
2406,2407.0,11,28,20,31,sports,7.0,5.0,23.645346851641506
2407,2408.0,12,15,16,40,science,3.75,4.0,22.86939050966438
2408,2409.0,10,17,10,20,literature,4.25,2.5,16.470126765670944
2409,2410.0,11,18,20,22,sports,4.5,5.0,17.472594465039627
2410,2411.0,11,29,10,50,"science, literature",7.25,2.5,30.60078894377784
2411,2412.0,10,17,7,35,"sports, science",4.25,1.75,21.722751229877694
2412,2413.0,12,16,19,38,"sports, science",4.0,4.75,22.471158351911264
2413,2414.0,15,19,18,25,"science, literature",4.75,4.5,18.825237128688762
2414,2415.0,15,18,6,34,literature,4.5,1.5,21.67469403640503
2415,2416.0,12,30,15,13,"sports, science",7.5,3.75,17.946433036208973
2416,2417.0,14,15,19,35,"science, literature",3.75,4.75,21.118515688262132
2417,2418.0,10,29,13,21,literature,7.25,3.25,20.445714979644787
2418,2419.0,10,25,10,41,sports,6.25,2.5,26.24074318202266
2419,2420.0,15,29,10,43,science,7.25,2.5,28.14956419381469
2420,2421.0,12,27,9,29,"sports, science, literature",6.75,2.25,22.642879152272823
2421,2422.0,11,16,19,44,"science, literature",4.0,4.75,24.572208137593964
2422,2423.0,14,21,10,25,"sports, literature",5.25,2.5,19.429472670304328
2423,2424.0,12,20,18,11,"science, literature",5.0,4.5,14.224905399570243
2424,2425.0,15,22,8,17,"sports, science, literature",5.5,2.0,16.93019072686851
2425,2426.0,11,29,13,20,"science, literature",7.25,3.25,20.09554001536434
2426,2427.0,14,30,13,42,"sports, science, literature",7.5,3.25,28.101507000342025
2427,2428.0,12,27,7,18,"sports, literature",6.75,1.75,18.790954545187873
2428,2429.0,15,28,11,32,"sports, science, literature",7.0,2.75,23.995521815921958
2429,2430.0,11,28,13,23,science,7.0,3.25,20.843947137397905
2430,2431.0,13,12,11,40,"science, literature",3.0,2.75,21.963037197241032
2431,2432.0,12,18,16,26,literature,4.5,4.0,18.873294322161428
2432,2433.0,11,18,12,21,sports,4.5,3.0,17.12241950075918
2433,2434.0,13,28,6,30,sports,7.0,1.5,23.295171887361057
2434,2435.0,14,13,10,23,"sports, literature",3.25,2.5,16.31218057528116
2435,2436.0,13,18,16,30,science,4.5,4.0,20.27399417928323
2436,2437.0,11,17,20,22,sports,4.25,5.0,17.170476694231844
2437,2438.0,13,27,18,38,"science, literature",6.75,4.5,25.794453830796876
2438,2439.0,10,14,17,45,"science, literature",3.5,4.25,24.31814756025885
2439,2440.0,14,20,7,33,science,5.0,1.75,21.928754613740143
2440,2441.0,13,16,5,36,"science, literature",4.0,1.25,21.770808423350363
2441,2442.0,15,20,10,38,science,5.0,2.5,23.679629435142395
2442,2443.0,12,30,14,23,"sports, science",7.5,3.5,21.44818267901347
2443,2444.0,15,25,10,13,"sports, literature",6.25,2.5,16.435844182170058
2444,2445.0,15,21,16,40,science,5.25,4.0,24.68209713451108
2445,2446.0,13,28,11,13,science,7.0,2.75,17.342197494593407
2446,2447.0,13,18,11,43,science,4.5,2.75,24.82626871492908
2447,2448.0,13,27,9,14,"sports, science",6.75,2.25,17.390254688066072
2448,2449.0,11,26,13,24,"sports, science",6.5,3.25,20.58988656006279
2449,2450.0,13,23,12,43,"science, literature",5.75,3.0,26.336857568967993
2450,2451.0,11,22,20,19,science,5.5,5.0,17.630540655429407
2451,2452.0,13,27,20,44,"sports, science, literature",6.75,5.0,27.895503616479576
2452,2453.0,12,29,7,45,sports,7.25,1.75,28.84991412237559
2453,2454.0,13,21,13,41,literature,5.25,3.25,25.032272098791527
2454,2455.0,12,22,5,31,"sports, science",5.5,1.25,21.83264022679481
2455,2456.0,13,26,14,10,"science, literature",6.5,3.5,15.687437060136489
2456,2457.0,15,23,12,19,science,5.75,3.0,17.93265842623719
2457,2458.0,10,23,14,12,science,5.75,3.5,15.48143367627404
2458,2459.0,15,21,14,39,"sports, science",5.25,3.5,24.331922170230627
2459,2460.0,10,23,11,25,science,5.75,2.75,20.033708211919894
2460,2461.0,15,30,14,12,"sports, science",7.5,3.5,17.59625807192852
2461,2462.0,15,24,7,38,"science, literature",6.0,1.75,24.888100518373527
2462,2463.0,14,15,16,50,science,3.75,4.0,26.371140152468882
2463,2464.0,14,15,13,18,"sports, literature",3.75,3.25,15.16554129549448
2464,2465.0,15,21,8,29,science,5.25,2.0,20.830172527426125
2465,2466.0,11,28,14,39,literature,7.0,3.5,26.446746565885107
2466,2467.0,15,13,14,24,science,3.25,3.5,16.662355539561613
2467,2468.0,13,20,10,10,"sports, literature",5.0,2.5,13.874730435289791
2468,2469.0,11,24,10,40,"sports, literature",6.0,2.5,25.588450446934427
2469,2470.0,10,14,13,13,sports,3.5,3.25,13.112548703284446
2470,2471.0,14,12,16,11,"science, literature",3.0,4.0,11.80796323310798
2471,2472.0,10,26,11,46,sports,6.5,2.75,28.29373577423269
2472,2473.0,12,21,19,27,"sports, science, literature",5.25,4.75,20.129822598865225
2473,2474.0,13,21,19,30,science,5.25,4.75,21.180347491706577
2474,2475.0,10,22,19,35,sports,5.5,4.75,23.23334008391661
2475,2476.0,14,21,9,38,"sports, literature",5.25,2.25,23.981747205950178
2476,2477.0,11,23,11,40,"science, literature",5.75,2.75,25.286332676126644
2477,2478.0,15,30,17,49,science,7.5,4.25,30.552731750305174
2478,2479.0,10,20,14,48,"science, literature",5.0,3.5,27.181379077946893
2479,2480.0,11,10,18,45,"sports, science, literature",2.5,4.5,23.10967647702772
2480,2481.0,11,14,17,45,"science, literature",3.5,4.25,24.31814756025885
2481,2482.0,13,26,15,21,"sports, science",6.5,3.75,19.539361667221442
2482,2483.0,12,18,15,44,literature,4.5,3.75,25.17644367920953
2483,2484.0,15,14,20,39,"sports, science",3.5,5.0,22.21709777457615
2484,2485.0,13,23,14,44,"sports, science",5.75,3.5,26.687032533248445
2485,2486.0,14,28,16,21,"sports, science",7.0,4.0,20.143597208837008
2486,2487.0,13,15,17,49,"sports, science, literature",3.75,4.25,26.020965188188434
2487,2488.0,11,17,14,10,science,4.25,3.5,12.968377122866444
2488,2489.0,10,20,20,16,sports,5.0,5.0,15.975780220972492
2489,2490.0,14,17,9,26,"science, literature",4.25,2.25,18.571176551353645
2490,2491.0,15,16,12,47,science,4.0,3.0,25.622733030435313
2491,2492.0,12,16,7,35,"science, literature",4.0,1.75,21.42063345906991
2492,2493.0,11,17,19,48,science,4.25,4.75,26.275025765523544
2493,2494.0,10,16,18,15,science,4.0,4.5,14.417134173460912
2494,2495.0,11,25,13,19,science,6.25,3.25,18.536893967852755
2495,2496.0,10,21,14,28,"sports, science, literature",5.25,3.5,20.479997563145677
2496,2497.0,14,23,13,23,literature,5.75,3.25,19.33335828335899
2497,2498.0,11,12,6,25,"science, literature",3.0,1.5,16.710412733034282
2498,2499.0,12,24,17,40,"science, literature",6.0,4.25,25.588450446934427
2499,2500.0,11,19,5,15,science,4.75,1.25,15.32348748588426
2500,2501.0,13,23,11,43,"sports, science",5.75,2.75,26.336857568967993
2501,2502.0,14,15,20,13,"sports, science, literature",3.75,5.0,13.414666474092229
2502,2503.0,14,13,14,35,science,3.25,3.5,20.514280146646566
2503,2504.0,10,29,6,49,science,7.25,1.5,30.25061397949739
2504,2505.0,12,26,17,42,"sports, science, literature",6.5,4.25,26.893035917110893
2505,2506.0,10,21,12,21,science,5.25,3.0,18.028772813182528
2506,2507.0,15,14,11,10,"sports, science",3.5,2.75,12.062023810443096
2507,2508.0,15,16,20,37,science,4.0,5.0,22.120983387630815
2508,2509.0,10,11,8,39,"sports, literature",2.75,2.0,21.3107444621528
2509,2510.0,15,16,16,38,"science, literature",4.0,4.0,22.471158351911264
2510,2511.0,14,23,20,45,sports,5.75,5.0,27.037207497528893
2511,2512.0,14,24,10,13,"science, literature",6.0,2.5,16.133726411362275
2512,2513.0,11,11,14,13,"sports, science, literature",2.75,3.5,12.206195390861097
2513,2514.0,11,27,8,40,science,6.75,2.0,26.494803759357776
2514,2515.0,14,28,10,30,"sports, science, literature",7.0,2.5,23.295171887361057
2515,2516.0,15,18,13,41,sports,4.5,3.25,24.125918786368178
2516,2517.0,15,18,10,11,"sports, science, literature",4.5,2.5,13.620669857954677
2517,2518.0,13,24,15,49,"science, literature",6.0,3.75,28.740025125458477
2518,2519.0,13,11,16,44,"science, literature",2.75,4.0,23.06161928355505
2519,2520.0,10,16,18,24,sports,4.0,4.5,17.56870885198496
2520,2521.0,12,23,15,24,"sports, science",5.75,3.75,19.683533247639442
2521,2522.0,10,15,5,31,"sports, literature",3.75,1.25,19.717815831140328
2522,2523.0,14,16,11,14,"science, literature",4.0,2.75,14.06695920918046
2523,2524.0,10,20,8,36,science,5.0,2.0,22.979279506581495
2524,2525.0,13,19,9,36,literature,4.75,2.25,22.677161735773712
2525,2526.0,11,23,17,37,literature,5.75,4.25,24.235807783285292
2526,2527.0,13,20,10,26,"sports, science",5.0,2.5,19.477529863776994
2527,2528.0,12,23,13,13,"science, literature",5.75,3.25,15.83160864055449
2528,2529.0,14,17,9,46,"sports, literature",4.25,2.25,25.574675836962644
2529,2530.0,12,22,9,16,"sports, science",5.5,2.25,16.580015762588058
2530,2531.0,13,13,14,30,literature,3.25,3.5,18.763405325244314
2531,2532.0,11,16,7,39,"science, literature",4.0,1.75,22.821333316191712
2532,2533.0,10,28,10,24,"sports, literature",7.0,2.5,21.194122101678357
2533,2534.0,11,11,10,36,science,2.75,2.5,20.26021956931145
2534,2535.0,14,21,5,47,"sports, literature",5.25,1.25,27.133321884474228
2535,2536.0,15,16,16,44,"sports, science, literature",4.0,4.0,24.572208137593964
2536,2537.0,10,14,12,21,"sports, science, literature",3.5,3.0,15.913948417528047
2537,2538.0,13,26,6,37,sports,6.5,1.5,25.14216109570864
2538,2539.0,10,14,17,37,literature,3.5,4.25,21.51674784601525
2539,2540.0,12,18,6,35,literature,4.5,1.5,22.024869000685477
2540,2541.0,11,11,13,33,"sports, science",2.75,3.25,19.2096946764701
2541,2542.0,11,17,6,44,sports,4.25,1.5,24.874325908401747
2542,2543.0,13,26,5,47,literature,6.5,1.25,28.643910738513142
2543,2544.0,14,29,16,33,science,7.25,4.0,24.64781455101019
2544,2545.0,10,26,14,12,"sports, science, literature",6.5,3.5,16.38778698869739
2545,2546.0,13,26,15,19,science,6.5,3.75,18.83901173866054
2546,2547.0,12,20,19,21,sports,5.0,4.75,17.726655042374745
2547,2548.0,13,22,6,13,science,5.5,1.5,15.529490869746708
2548,2549.0,11,25,6,40,"sports, science, literature",6.25,1.5,25.89056821774221
2549,2550.0,13,27,7,44,literature,6.75,1.75,27.895503616479576
2550,2551.0,13,28,9,30,sports,7.0,2.25,23.295171887361057
2551,2552.0,15,28,19,14,"sports, literature",7.0,4.75,17.692372458873855
2552,2553.0,11,27,17,28,science,6.75,4.25,22.292704187992374
2553,2554.0,11,27,11,24,science,6.75,2.75,20.892004330870574
2554,2555.0,10,15,19,12,science,3.75,4.75,13.064491509811779
2555,2556.0,12,14,5,13,"sports, science, literature",3.5,1.25,13.112548703284446
2556,2557.0,13,26,13,19,literature,6.5,3.25,18.83901173866054
2557,2558.0,10,11,10,33,"sports, science, literature",2.75,2.5,19.2096946764701
2558,2559.0,12,29,7,39,"sports, science",7.25,1.75,26.74886433669289
2559,2560.0,14,14,10,50,science,3.5,2.5,26.0690223816611
2560,2561.0,13,15,19,11,"sports, science, literature",3.75,4.75,12.714316545531329
2561,2562.0,10,22,7,26,science,5.5,1.75,20.08176540539256
2562,2563.0,10,28,11,13,science,7.0,2.75,17.342197494593407
2563,2564.0,13,18,9,32,"sports, literature",4.5,2.25,20.97434410784413
2564,2565.0,12,19,11,26,sports,4.75,2.75,19.17541209296921
2565,2566.0,14,20,13,39,literature,5.0,3.25,24.029804399422844
2566,2567.0,14,15,7,36,"science, literature",3.75,1.75,21.46869065254258
2567,2568.0,15,14,10,35,"sports, literature",3.5,2.5,20.81639791745435
2568,2569.0,15,29,16,30,sports,7.25,4.0,23.59728965816884
2569,2570.0,15,10,9,42,"sports, science",2.5,2.25,22.059151584186367
2570,2571.0,14,10,11,29,science,2.5,2.75,17.506877048540517
2571,2572.0,13,17,18,48,"sports, literature",4.25,4.5,26.275025765523544
2572,2573.0,12,26,10,13,"sports, science, literature",6.5,2.5,16.73796195297784
2573,2574.0,15,22,16,37,science,5.5,4.0,23.93369001247751
2574,2575.0,10,14,17,18,science,3.5,4.25,14.863423524686697
2575,2576.0,14,19,7,48,"sports, literature",4.75,1.75,26.87926130713911
2576,2577.0,10,13,17,25,"sports, science",3.25,4.25,17.012530503842065
2577,2578.0,10,29,10,30,"sports, literature",7.25,2.5,23.59728965816884
2578,2579.0,12,19,7,45,"sports, literature",4.75,1.75,25.82873641429776
2579,2580.0,15,27,13,20,"sports, literature",6.75,3.25,19.491304473748773
2580,2581.0,15,16,16,44,science,4.0,4.0,24.572208137593964
2581,2582.0,10,20,10,38,"sports, literature",5.0,2.5,23.679629435142395
2582,2583.0,11,26,6,46,"sports, science, literature",6.5,1.5,28.29373577423269
2583,2584.0,11,18,17,16,"sports, science, literature",4.5,4.25,15.371544679356926
2584,2585.0,14,18,17,36,sports,4.5,4.25,22.37504396496593
2585,2586.0,13,16,17,20,literature,4.0,4.25,16.16800899486316
2586,2587.0,15,15,5,43,"sports, literature",3.75,1.25,23.919915402505733
2587,2588.0,12,13,20,32,"sports, science",3.25,5.0,19.463755253805214
2588,2589.0,15,20,5,43,sports,5.0,1.25,25.430504256544644
2589,2590.0,15,19,8,40,"sports, literature",4.75,2.0,24.077861592895513
2590,2591.0,15,13,8,45,"sports, science, literature",3.25,2.0,24.016029789451068
2591,2592.0,13,19,18,49,literature,4.75,4.5,27.229436271419562
2592,2593.0,14,21,7,38,sports,5.25,1.75,23.981747205950178
2593,2594.0,13,22,13,29,"science, literature",5.5,3.25,21.132290298233908
2594,2595.0,11,19,11,37,sports,4.75,2.75,23.02733670005416
2595,2596.0,11,25,5,43,science,6.25,1.25,26.94109311058356
2596,2597.0,14,27,11,37,literature,6.75,2.75,25.444278866516424
2597,2598.0,11,23,13,10,sports,5.75,3.25,14.78108374771314
2598,2599.0,10,26,7,17,science,6.5,1.75,18.13866181009964
2599,2600.0,11,27,17,18,literature,6.75,4.25,18.790954545187873
2600,2601.0,14,11,12,45,science,2.75,3.0,23.411794247835502
2601,2602.0,10,21,20,36,literature,5.25,5.0,23.281397277389278
2602,2603.0,15,25,20,11,literature,6.25,5.0,15.735494253609156
2603,2604.0,12,12,7,35,"sports, science, literature",3.0,1.75,20.21216237583878
2604,2605.0,13,21,19,19,"science, literature",5.25,4.75,17.328422884621624
2605,2606.0,13,29,6,28,sports,7.25,1.5,22.89693972960794
2606,2607.0,14,23,18,42,"science, literature",5.75,4.5,25.986682604687545
2607,2608.0,15,28,9,27,"science, literature",7.0,2.25,22.244646994519705
2608,2609.0,11,30,16,45,"sports, science, literature",7.5,4.0,29.152031893183374
2609,2610.0,15,27,9,42,literature,6.75,2.25,27.195153687918676
2610,2611.0,11,27,14,31,"science, literature",6.75,3.5,23.343229080833723
2611,2612.0,13,13,16,30,literature,3.25,4.0,18.763405325244314
2612,2613.0,11,27,11,47,literature,6.75,2.75,28.946028509320925
2613,2614.0,10,20,9,29,"science, literature",5.0,2.25,20.528054756618342
2614,2615.0,11,17,15,19,science,4.25,3.75,16.119951801390492
2615,2616.0,14,13,7,20,"sports, science",3.25,1.75,15.261655682439814
2616,2617.0,10,25,10,19,science,6.25,2.5,18.536893967852755
2617,2618.0,14,25,7,21,science,6.25,1.75,19.23724389641366
2618,2619.0,10,11,5,25,"science, literature",2.75,1.25,16.4082949622265
2619,2620.0,14,15,6,16,"sports, science",3.75,1.5,14.46519136693358
2620,2621.0,13,13,15,37,science,3.25,3.75,21.214630075207467
2621,2622.0,14,25,10,34,"sports, science",6.25,2.5,23.78951843205951
2622,2623.0,13,19,20,29,"sports, literature",4.75,5.0,20.225936985810563
2623,2624.0,15,30,16,29,"sports, science, literature",7.5,4.0,23.54923246469617
2624,2625.0,12,21,8,14,literature,5.25,2.0,15.577548063219375
2625,2626.0,10,17,13,11,"sports, science, literature",4.25,3.25,13.318552087146895
2626,2627.0,12,27,9,32,"sports, science, literature",6.75,2.25,23.693404045114175
2627,2628.0,12,12,8,40,science,3.0,2.0,21.963037197241032
2628,2629.0,13,10,7,25,science,2.5,1.75,16.106177191418716
2629,2630.0,14,27,12,15,science,6.75,3.0,17.74042965234652
2630,2631.0,14,25,8,35,"sports, science",6.25,2.0,24.139693396339958
2631,2632.0,11,15,15,47,"science, literature",3.75,3.75,25.320615259627534
2632,2633.0,15,26,12,48,"sports, literature",6.5,3.0,28.99408570279359
2633,2634.0,12,26,10,47,sports,6.5,2.5,28.643910738513142
2634,2635.0,14,24,6,49,"sports, science, literature",6.0,1.5,28.740025125458477
2635,2636.0,10,10,8,20,sports,2.5,2.0,14.355302370016465
2636,2637.0,13,14,17,43,"sports, literature",3.5,4.25,23.61779763169795
2637,2638.0,14,16,17,43,"science, literature",4.0,4.25,24.222033173313513
2638,2639.0,14,30,16,37,science,7.5,4.0,26.350632178939772
2639,2640.0,13,11,18,13,science,2.75,4.5,12.206195390861097
2640,2641.0,12,28,17,33,science,7.0,4.25,24.345696780202406
2641,2642.0,14,30,15,48,"sports, literature",7.5,3.75,30.202556786024722
2642,2643.0,12,13,15,47,literature,3.25,3.75,24.716379718011968
2643,2644.0,13,17,10,43,"sports, science, literature",4.25,2.5,24.524150944121295
2644,2645.0,12,19,20,29,"sports, science",4.75,5.0,20.225936985810563
2645,2646.0,15,24,20,12,literature,6.0,5.0,15.783551447081823
2646,2647.0,15,26,10,11,literature,6.5,2.5,16.037612024416937
2647,2648.0,11,21,18,36,science,5.25,4.5,23.281397277389278
2648,2649.0,14,30,7,23,science,7.5,1.75,21.44818267901347
2649,2650.0,13,28,12,33,literature,7.0,3.0,24.345696780202406
2650,2651.0,14,11,14,30,"science, literature",2.75,3.5,18.159169783628748
2651,2652.0,13,19,13,50,science,4.75,3.25,27.57961123570001
2652,2653.0,13,11,12,19,sports,2.75,3.0,14.307245176543798
2653,2654.0,10,26,5,17,sports,6.5,1.25,18.13866181009964
2654,2655.0,12,12,16,48,"sports, literature",3.0,4.0,24.764436911484633
2655,2656.0,11,23,17,20,"science, literature",5.75,4.25,18.28283339051764
2656,2657.0,14,11,10,29,"sports, literature",2.75,2.5,17.8089948193483
2657,2658.0,12,20,20,46,sports,5.0,5.0,26.481029149385993
2658,2659.0,12,17,14,39,"science, literature",4.25,3.5,23.123451086999495
2659,2660.0,12,13,9,34,sports,3.25,2.25,20.164105182366114
2660,2661.0,12,15,9,14,literature,3.75,2.25,13.76484143837268
2661,2662.0,14,23,14,10,"sports, science",5.75,3.5,14.78108374771314
2662,2663.0,14,10,14,33,"sports, science, literature",2.5,3.5,18.907576905662317
2663,2664.0,10,21,10,39,science,5.25,2.5,24.331922170230627
2664,2665.0,14,20,18,36,literature,5.0,4.5,22.979279506581495
2665,2666.0,11,11,9,11,"sports, science",2.75,2.25,11.505845462300197
2666,2667.0,15,20,20,18,science,5.0,5.0,16.676130149533392
2667,2668.0,11,20,7,15,"sports, literature",5.0,1.75,15.625605256692042
2668,2669.0,12,15,17,15,"sports, science, literature",3.75,4.25,14.11501640265313
2669,2670.0,14,26,15,30,science,6.5,3.75,22.69093634574549
2670,2671.0,12,14,10,13,"sports, literature",3.5,2.5,13.112548703284446
2671,2672.0,12,23,13,16,"science, literature",5.75,3.25,16.88213353339584
2672,2673.0,13,24,20,50,"science, literature",6.0,5.0,29.090200089738925
2673,2674.0,10,27,19,39,"science, literature",6.75,4.75,26.144628795077324
2674,2675.0,15,16,18,35,science,4.0,4.5,21.42063345906991
2675,2676.0,10,19,17,38,"sports, science, literature",4.75,4.25,23.377511664334612
2676,2677.0,11,16,8,43,sports,4.0,2.0,24.222033173313513
2677,2678.0,14,24,14,22,"science, literature",6.0,3.5,19.285301089886325
2678,2679.0,13,29,18,18,science,7.25,4.5,19.39519008680344
2679,2680.0,14,18,10,34,"sports, science",4.5,2.5,21.67469403640503
2680,2681.0,10,12,14,44,science,3.0,3.5,23.363737054362833
2681,2682.0,13,26,15,48,science,6.5,3.75,28.99408570279359
2682,2683.0,13,16,16,42,"sports, science",4.0,4.0,23.871858209033064
2683,2684.0,15,28,16,50,"science, literature",7.0,4.0,30.298671172970057
2684,2685.0,12,19,10,40,science,4.75,2.5,24.077861592895513
2685,2686.0,10,17,17,26,"sports, science, literature",4.25,4.25,18.571176551353645
2686,2687.0,13,15,20,24,science,3.75,5.0,17.26659108117718
2687,2688.0,10,11,15,28,literature,2.75,3.75,17.458819855067848
2688,2689.0,11,21,13,36,"science, literature",5.25,3.25,23.281397277389278
2689,2690.0,15,14,20,49,"sports, literature",3.5,5.0,25.71884741738065
2690,2691.0,13,15,10,42,"science, literature",3.75,2.5,23.56974043822528
2691,2692.0,12,24,7,40,"sports, literature",6.0,1.75,25.588450446934427
2692,2693.0,10,16,12,18,science,4.0,3.0,15.46765906630226
2693,2694.0,15,14,15,28,"science, literature",3.5,3.75,18.365173167491196
2694,2695.0,12,10,11,48,sports,2.5,2.75,24.160201369869068
2695,2696.0,14,25,10,30,sports,6.25,2.5,22.38881857493771
2696,2697.0,15,25,9,11,science,6.25,2.25,15.735494253609156
2697,2698.0,10,20,14,28,"sports, literature",5.0,3.5,20.177879792337894
2698,2699.0,10,11,5,46,science,2.75,1.25,23.76196921211595
2699,2700.0,15,18,20,46,sports,4.5,5.0,25.876793607770427
2700,2701.0,10,21,13,15,science,5.25,3.25,15.927723027499825
2701,2702.0,10,16,16,18,"sports, science",4.0,4.0,15.46765906630226
2702,2703.0,11,16,14,24,sports,4.0,3.5,17.56870885198496
2703,2704.0,12,25,8,37,sports,6.25,2.0,24.840043324900858
2704,2705.0,15,26,8,28,"sports, literature",6.5,2.0,21.99058641718459
2705,2706.0,13,12,11,28,"sports, science, literature",3.0,2.75,17.76093762587563
2706,2707.0,10,13,15,27,"sports, science",3.25,3.75,17.71288043240296
2707,2708.0,12,30,17,43,sports,7.5,4.25,28.451681964622473
2708,2709.0,13,19,18,36,literature,4.75,4.5,22.677161735773712
2709,2710.0,10,27,5,17,"sports, literature",6.75,1.25,18.440779580907424
2710,2711.0,15,29,15,31,"sports, science",7.25,3.75,23.94746462244929
2711,2712.0,14,28,5,29,"sports, science, literature",7.0,1.25,22.944996923080605
2712,2713.0,15,13,6,47,science,3.25,1.5,24.716379718011968
2713,2714.0,15,15,16,43,"sports, literature",3.75,4.0,23.919915402505733
2714,2715.0,14,28,14,17,science,7.0,3.5,18.742897351715207
2715,2716.0,14,11,18,12,"sports, science",2.75,4.5,11.856020426580647
2716,2717.0,11,17,7,37,science,4.25,1.75,22.423101158438595
2717,2718.0,15,17,19,33,science,4.25,4.75,21.022401301316794
2718,2719.0,14,12,14,45,literature,3.0,3.5,23.713912018643285
2719,2720.0,11,24,7,40,"sports, science",6.0,1.75,25.588450446934427
2720,2721.0,13,24,7,26,"sports, science",6.0,1.75,20.686000947008125
2721,2722.0,12,29,5,25,"sports, science, literature",7.25,1.25,21.846414836766588
2722,2723.0,14,12,17,22,"sports, literature",3.0,4.25,15.659887840192932
2723,2724.0,15,17,16,16,science,4.25,4.0,15.069426908549143
2724,2725.0,13,30,17,13,literature,7.5,4.25,17.946433036208973
2725,2726.0,11,30,13,12,"sports, science, literature",7.5,3.25,17.59625807192852
2726,2727.0,11,15,18,43,"science, literature",3.75,4.5,23.919915402505733
2727,2728.0,15,12,17,35,"sports, science, literature",3.0,4.25,20.21216237583878
2728,2729.0,13,28,6,15,"sports, science",7.0,1.5,18.042547423154303
2729,2730.0,11,17,9,17,sports,4.25,2.25,15.419601872829594
2730,2731.0,14,16,5,21,"sports, literature",4.0,1.25,16.518183959143613
2731,2732.0,14,16,18,13,"science, literature",4.0,4.5,13.716784244900012
2732,2733.0,14,22,6,38,sports,5.5,1.5,24.28386497675796
2733,2734.0,11,22,17,46,"sports, literature",5.5,4.25,27.08526469100156
2734,2735.0,13,26,16,32,"sports, science",6.5,4.0,23.391286274306392
2735,2736.0,11,21,8,26,science,5.25,2.0,19.779647634584776
2736,2737.0,14,24,20,48,sports,6.0,5.0,28.389850161178025
2737,2738.0,11,18,14,41,science,4.5,3.5,24.125918786368178
2738,2739.0,11,15,9,22,"sports, science",3.75,2.25,16.56624115261628
2739,2740.0,12,10,11,13,"sports, science, literature",2.5,2.75,11.904077620053314
2740,2741.0,12,27,6,22,"sports, literature",6.75,1.5,20.191654402309673
2741,2742.0,12,20,13,28,"sports, literature",5.0,3.25,20.177879792337894
2742,2743.0,15,21,16,25,sports,5.25,4.0,19.429472670304328
2743,2744.0,14,12,5,44,literature,3.0,1.25,23.363737054362833
2744,2745.0,13,22,10,22,science,5.5,2.5,18.68106554827076
2745,2746.0,12,27,7,29,science,6.75,1.75,22.642879152272823
2746,2747.0,14,14,17,21,"sports, science, literature",3.5,4.25,15.913948417528047
2747,2748.0,13,23,18,30,sports,5.75,4.5,21.784583033322143
2748,2749.0,12,16,20,47,literature,4.0,5.0,25.622733030435313
2749,2750.0,13,16,13,23,"sports, science, literature",4.0,3.25,17.21853388770451
2750,2751.0,10,21,13,14,"science, literature",5.25,3.25,15.577548063219375
2751,2752.0,13,29,15,49,science,7.25,3.75,30.25061397949739
2752,2753.0,12,12,16,36,"sports, literature",3.0,4.0,20.56233734011923
2753,2754.0,13,28,6,14,"science, literature",7.0,1.5,17.692372458873855
2754,2755.0,11,28,7,48,sports,7.0,1.75,29.598321244409156
2755,2756.0,12,23,10,11,"sports, literature",5.75,2.5,15.13125871199359
2756,2757.0,11,23,5,15,"sports, literature",5.75,1.25,16.53195856911539
2757,2758.0,11,15,6,23,"sports, literature",3.75,1.5,16.916416116896727
2758,2759.0,10,30,10,11,"sports, science, literature",7.5,2.5,17.24608310764807
2759,2760.0,14,23,8,40,"sports, science, literature",5.75,2.0,25.286332676126644
2760,2761.0,13,15,5,14,literature,3.75,1.25,13.76484143837268
2761,2762.0,15,18,19,31,science,4.5,4.75,20.624169143563677
2762,2763.0,15,22,12,48,literature,5.5,3.0,27.78561461956246
2763,2764.0,12,22,12,22,"sports, science, literature",5.5,3.0,18.68106554827076
2764,2765.0,14,17,19,15,"science, literature",4.25,4.75,14.719251944268693
